Customer_ID,Bandwidth_Mbps,Price_Per_Mbps,Monthly_Internet_Fee,Years_With_Company,Customer_Type,Company_Size,Strategic_Category,Strategic_Level,Has_VoIP,Monthly_VoIP_Fee,Has_Server,Server_Type,Monthly_Server_Fee,Support_Tickets_Last_Year,Downtime_Hours_Last_Year,Contract_Type
C00599,100,280000,28000000,6.6,Business,Small,Small Business,1,1,436405.0,0,,0.0,6,5.6,Annual
C00600,30,330000,9900000,6.8,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.0,Monthly
C00601,150,265000,39750000,8.0,Business,Large,ISP Partner,3,1,1379808.0,1,Shared,2221599.0,8,7.1,Monthly
C00602,50,335000,16750000,0.7,Business,Medium,Small Business,1,1,1348896.0,0,,0.0,6,3.9,Monthly
C00603,10,320000,3200000,3.2,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.1,Monthly
C00604,50,330000,16500000,2.4,Business,Small,Small Business,1,0,0.0,0,,0.0,3,7.9,Monthly
C00605,50,315000,15750000,0.9,Business,Medium,Small Business,1,1,434145.0,1,VPS,2743514.0,6,8.5,Monthly
C00606,100,285000,28500000,2.7,Business,Medium,Small Business,1,0,0.0,1,Shared,3760137.0,7,5.5,Monthly
C00607,50,330000,16500000,0.3,Personal,Small,Normal,0,0,0.0,0,,0.0,1,8.6,Monthly
C00608,20,300000,6000000,7.9,Personal,Small,Normal,0,0,0.0,0,,0.0,0,5.6,Annual
C00609,20,305000,6100000,2.6,Personal,Small,Normal,0,0,0.0,0,,0.0,3,0.0,Monthly
C00610,300,220000,66000000,7.1,Business,Small,Small Business,1,1,1363733.0,1,Shared,19894178.0,7,7.9,Annual
C00611,150,240000,36000000,2.0,Business,Small,Small Business,1,0,0.0,0,,0.0,3,0.2,Monthly
C00612,150,250000,37500000,0.4,Business,Small,Small Business,1,0,0.0,0,,0.0,2,4.2,Monthly
C00613,10,360000,3600000,7.2,Personal,Small,Normal,0,0,0.0,0,,0.0,0,1.4,Annual
C00614,50,270000,13500000,6.9,Business,Large,University,2,0,0.0,1,Shared,15516601.0,7,8.3,Annual
C00615,20,325000,6500000,6.9,Personal,Small,Normal,0,0,0.0,0,,0.0,0,2.2,Annual
C00616,150,265000,39750000,6.5,Business,Medium,Small Business,1,0,0.0,0,,0.0,4,2.4,Monthly
C00617,200,245000,49000000,6.6,Business,Small,Small Business,1,1,1200658.0,0,,0.0,4,5.4,Annual
C00618,50,270000,13500000,7.9,Personal,Small,Normal,0,0,0.0,0,,0.0,4,6.3,Annual
C00619,50,320000,16000000,1.2,Business,Small,Small Business,1,1,1617440.0,0,,0.0,2,5.7,Monthly
C00620,300,210000,63000000,6.3,Business,Small,Small Business,1,0,0.0,0,,0.0,5,7.5,Annual
C00621,20,330000,6600000,8.8,Personal,Small,Normal,0,0,0.0,0,,0.0,2,1.6,Annual
C00622,20,305000,6100000,3.1,Personal,Small,Normal,0,0,0.0,0,,0.0,1,6.5,Monthly
C00623,10,330000,3300000,2.4,Personal,Small,Normal,0,0,0.0,0,,0.0,0,2.9,Monthly
C00624,20,340000,6800000,4.7,Personal,Small,Normal,0,0,0.0,0,,0.0,1,5.3,Monthly
C00625,50,270000,13500000,3.5,Personal,Small,Normal,0,0,0.0,0,,0.0,1,4.2,Monthly
C00626,30,330000,9900000,6.6,Personal,Small,Normal,0,0,0.0,0,,0.0,0,5.1,Annual
C00627,20,355000,7100000,0.4,Personal,Small,Normal,0,0,0.0,0,,0.0,2,6.6,Monthly
C00628,20,355000,7100000,5.1,Personal,Small,Normal,0,1,799439.0,0,,0.0,2,7.7,Monthly
C00629,30,350000,10500000,2.4,Personal,Small,Normal,0,0,0.0,0,,0.0,0,1.5,Monthly
C00630,20,340000,6800000,4.6,Personal,Small,Normal,0,1,1908949.0,0,,0.0,2,5.9,Monthly
C00631,30,300000,9000000,1.2,Personal,Small,Normal,0,0,0.0,0,,0.0,0,5.6,Monthly
C00632,10,360000,3600000,3.1,Personal,Small,Normal,0,0,0.0,0,,0.0,3,3.5,Monthly
C00633,100,260000,26000000,8.1,Business,Large,Hospital,3,1,1531192.0,0,,0.0,7,2.0,Annual
C00634,150,245000,36750000,8.4,Government,Large,Government,3,1,655891.0,1,VPS,2433093.0,10,10.0,Monthly
C00635,30,325000,9750000,9.4,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.7,Annual
C00636,10,320000,3200000,6.2,Personal,Small,Normal,0,0,0.0,0,,0.0,2,4.3,Monthly
C00637,20,345000,6900000,7.2,Business,Medium,Small Business,1,1,1674663.0,0,,0.0,5,4.1,Annual
C00638,50,270000,13500000,9.7,Business,Large,ISP Partner,3,1,326566.0,1,Dedicated,3348658.0,7,5.8,Annual
C00639,10,330000,3300000,0.3,Personal,Small,Normal,0,0,0.0,0,,0.0,0,0.9,Monthly
C00640,50,295000,14750000,4.4,Business,Large,University,2,0,0.0,0,,0.0,3,1.9,Monthly
C00641,30,310000,9300000,6.8,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.6,Annual
C00642,20,320000,6400000,1.0,Business,Small,Small Business,1,0,0.0,0,,0.0,4,4.1,Monthly
C00643,200,255000,51000000,3.7,Business,Large,University,2,1,343554.0,0,,0.0,5,6.2,Monthly
C00644,10,320000,3200000,9.1,Business,Medium,Small Business,1,0,0.0,1,Dedicated,15746221.0,6,5.9,Annual
C00645,20,340000,6800000,4.0,Personal,Small,Normal,0,0,0.0,0,,0.0,1,5.4,Monthly
C00646,300,200000,60000000,5.6,Business,Small,Small Business,1,0,0.0,0,,0.0,0,2.3,Annual
C00647,30,290000,8700000,8.5,Business,Medium,Small Business,1,1,783446.0,0,,0.0,5,6.0,Annual
C00648,20,365000,7300000,3.4,Personal,Small,Normal,0,0,0.0,0,,0.0,0,1.6,Monthly
C00649,300,215000,64500000,0.5,Government,Large,Government,3,1,1919246.0,1,VPS,18284977.0,7,8.9,Monthly
C00650,20,350000,7000000,1.1,Personal,Small,Normal,0,0,0.0,0,,0.0,2,5.7,Monthly
C00651,10,365000,3650000,5.1,Business,Small,Small Business,1,0,0.0,0,,0.0,6,6.9,Annual
C00652,100,295000,29500000,2.5,Business,Medium,Small Business,1,0,0.0,0,,0.0,4,6.7,Monthly
C00653,10,360000,3600000,6.6,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.1,Monthly
C00654,150,235000,35250000,1.7,Government,Large,Government,3,1,920422.0,0,,0.0,2,4.2,Monthly
C00655,300,215000,64500000,0.2,Government,Large,Government,3,1,508681.0,1,Shared,12122210.0,9,8.0,Monthly
C00656,20,300000,6000000,8.6,Personal,Small,Normal,0,0,0.0,0,,0.0,1,3.5,Annual
C00657,20,300000,6000000,6.9,Personal,Small,Normal,0,0,0.0,0,,0.0,1,1.9,Annual
C00658,100,280000,28000000,8.1,Business,Large,Hospital,3,1,912827.0,0,,0.0,3,5.3,Annual
C00659,100,260000,26000000,8.7,Business,Small,Small Business,1,0,0.0,1,Dedicated,4699766.0,6,3.6,Annual
C00660,20,305000,6100000,6.9,Personal,Small,Normal,0,0,0.0,0,,0.0,0,5.3,Monthly
C00661,300,240000,72000000,2.2,Business,Large,University,2,1,1757880.0,1,VPS,11899661.0,10,7.9,Monthly
C00662,20,335000,6700000,6.7,Personal,Small,Normal,0,0,0.0,0,,0.0,2,4.9,Annual
C00663,10,325000,3250000,4.4,Personal,Small,Normal,0,0,0.0,0,,0.0,3,7.1,Monthly
C00664,10,325000,3250000,5.2,Personal,Small,Normal,0,0,0.0,1,Shared,15011142.0,4,4.5,Monthly
C00665,100,295000,29500000,2.7,Business,Medium,Small Business,1,0,0.0,0,,0.0,0,2.4,Monthly
C00666,300,225000,67500000,0.6,Business,Medium,Small Business,1,1,1024615.0,1,VPS,13963476.0,8,10.2,Monthly
C00667,30,290000,8700000,6.2,Business,Small,Small Business,1,0,0.0,0,,0.0,1,0.0,Monthly
C00668,20,305000,6100000,0.8,Personal,Small,Normal,0,1,1015798.0,0,,0.0,2,3.7,Monthly
C00669,50,280000,14000000,5.9,Business,Large,Enterprise,2,0,0.0,0,,0.0,3,3.6,Annual
C00670,20,300000,6000000,7.4,Personal,Small,Normal,0,0,0.0,0,,0.0,0,0.4,Monthly
C00671,100,250000,25000000,6.2,Business,Small,Small Business,1,1,805504.0,0,,0.0,7,7.4,Monthly
C00672,30,290000,8700000,6.5,Personal,Small,Normal,0,0,0.0,0,,0.0,0,5.5,Monthly
C00673,150,270000,40500000,3.7,Business,Medium,Small Business,1,1,1056972.0,0,,0.0,5,4.7,Monthly
C00674,10,325000,3250000,8.2,Personal,Small,Normal,0,0,0.0,0,,0.0,0,1.2,Monthly
C00675,100,260000,26000000,8.7,Business,Large,ISP Partner,3,1,921314.0,1,Dedicated,11445909.0,5,7.7,Annual
C00676,150,260000,39000000,3.9,Business,Small,Small Business,1,1,851059.0,0,,0.0,6,9.2,Monthly
C00677,150,245000,36750000,5.5,Business,Large,Enterprise,2,0,0.0,0,,0.0,2,5.8,Annual
C00678,300,200000,60000000,5.3,Government,Large,Government,3,1,1624198.0,1,VPS,12029278.0,7,4.9,Monthly
C00679,300,225000,67500000,4.2,Business,Medium,Small Business,1,0,0.0,0,,0.0,3,3.6,Monthly
C00680,10,335000,3350000,4.3,Personal,Small,Normal,0,0,0.0,0,,0.0,0,0.0,Monthly
C00681,20,345000,6900000,8.8,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.4,Annual
C00682,150,255000,38250000,2.5,Government,Large,Government,3,1,1962550.0,1,Dedicated,17927390.0,5,3.4,Monthly
C00683,200,245000,49000000,0.6,Government,Large,Government,3,1,862920.0,1,Dedicated,11980002.0,6,5.6,Monthly
C00684,100,250000,25000000,8.1,Business,Large,Enterprise,2,1,1871550.0,0,,0.0,5,3.7,Annual
C00685,50,270000,13500000,7.9,Business,Small,Small Business,1,0,0.0,1,VPS,14825156.0,6,6.7,Annual
C00686,150,255000,38250000,5.1,Business,Small,Small Business,1,1,1279161.0,1,VPS,15574868.0,7,4.8,Annual
C00687,20,300000,6000000,5.6,Personal,Small,Normal,0,0,0.0,0,,0.0,0,6.2,Annual
C00688,20,345000,6900000,0.6,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.8,Monthly
C00689,100,300000,30000000,4.6,Business,Medium,Small Business,1,0,0.0,0,,0.0,2,1.6,Monthly
C00690,300,200000,60000000,9.4,Business,Medium,Small Business,1,0,0.0,0,,0.0,6,2.4,Annual
C00691,30,290000,8700000,9.6,Personal,Small,Normal,0,1,1852111.0,0,,0.0,2,3.5,Annual
C00692,150,230000,34500000,7.8,Business,Medium,Small Business,1,1,1264811.0,0,,0.0,5,8.2,Annual
C00693,10,320000,3200000,5.4,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.2,Annual
C00694,20,300000,6000000,3.9,Personal,Small,Normal,0,0,0.0,0,,0.0,2,3.8,Monthly
C00695,10,360000,3600000,8.8,Personal,Small,Normal,0,0,0.0,0,,0.0,3,6.9,Annual
C00696,20,320000,6400000,6.3,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.0,Annual
C00697,10,350000,3500000,7.4,Personal,Small,Normal,0,0,0.0,0,,0.0,2,0.0,Annual
C00698,10,350000,3500000,2.1,Personal,Small,Normal,0,0,0.0,0,,0.0,0,2.6,Monthly
C00699,300,205000,61500000,7.4,Business,Small,Small Business,1,0,0.0,0,,0.0,6,4.5,Annual
C00700,10,330000,3300000,1.2,Personal,Small,Normal,0,0,0.0,0,,0.0,0,5.7,Monthly
C00701,50,300000,15000000,9.9,Personal,Small,Normal,0,1,1847676.0,0,,0.0,3,7.4,Monthly
C00702,20,345000,6900000,7.4,Business,Medium,Small Business,1,0,0.0,0,,0.0,1,6.4,Annual
C00703,30,290000,8700000,4.6,Personal,Small,Normal,0,1,332847.0,0,,0.0,7,4.8,Monthly
C00704,150,265000,39750000,5.2,Business,Large,ISP Partner,3,1,1995575.0,1,VPS,17476964.0,10,5.7,Annual
C00705,100,255000,25500000,3.0,Business,Small,Small Business,1,0,0.0,0,,0.0,1,4.6,Monthly
C00706,20,300000,6000000,7.7,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.7,Annual
C00707,150,230000,34500000,8.5,Government,Large,Government,3,1,584357.0,0,,0.0,2,5.2,Monthly
C00708,30,305000,9150000,4.4,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.7,Monthly
C00709,30,290000,8700000,9.5,Personal,Small,Normal,0,0,0.0,0,,0.0,1,0.0,Annual
C00710,20,340000,6800000,3.9,Personal,Small,Normal,0,0,0.0,0,,0.0,0,2.2,Monthly
C00711,10,320000,3200000,0.3,Personal,Small,Normal,0,0,0.0,0,,0.0,1,4.5,Monthly
C00712,10,355000,3550000,8.8,Personal,Small,Normal,0,0,0.0,0,,0.0,0,0.0,Annual
C00713,10,345000,3450000,0.6,Personal,Small,Normal,0,0,0.0,0,,0.0,2,5.6,Monthly
C00714,10,320000,3200000,3.7,Personal,Small,Normal,0,0,0.0,0,,0.0,0,1.7,Monthly
C00715,300,225000,67500000,8.5,Government,Large,Government,3,1,1693603.0,0,,0.0,9,11.0,Monthly
C00716,30,315000,9450000,6.7,Business,Large,ISP Partner,3,1,1763188.0,1,VPS,10866274.0,11,6.5,Annual
C00717,20,300000,6000000,8.3,Personal,Small,Normal,0,0,0.0,0,,0.0,0,6.7,Annual
C00718,200,220000,44000000,2.3,Business,Large,ISP Partner,3,1,412708.0,0,,0.0,4,7.6,Monthly
C00719,10,345000,3450000,1.2,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.1,Monthly
C00720,100,250000,25000000,1.8,Business,Small,Small Business,1,1,1552184.0,0,,0.0,2,3.2,Monthly
C00721,200,225000,45000000,8.1,Government,Large,Government,3,1,339670.0,1,VPS,19394591.0,7,7.4,Annual
C00722,150,230000,34500000,5.9,Government,Large,Government,3,1,1982017.0,1,VPS,13633238.0,5,5.4,Monthly
C00723,100,250000,25000000,5.2,Business,Small,Small Business,1,1,470524.0,1,Shared,11403988.0,6,6.2,Annual
C00724,10,375000,3750000,0.5,Personal,Small,Normal,0,0,0.0,0,,0.0,3,2.9,Monthly
C00725,20,300000,6000000,8.1,Personal,Small,Normal,0,0,0.0,0,,0.0,0,2.8,Annual
C00726,50,290000,14500000,8.9,Business,Large,Enterprise,2,1,1728286.0,0,,0.0,5,10.6,Annual
C00727,200,220000,44000000,9.5,Government,Large,Government,3,1,1170423.0,1,Dedicated,4514850.0,7,12.7,Annual
C00728,150,230000,34500000,9.5,Business,Medium,Small Business,1,1,470786.0,0,,0.0,3,6.2,Annual
C00729,100,260000,26000000,0.3,Business,Large,University,2,0,0.0,0,,0.0,4,3.3,Monthly
C00730,10,320000,3200000,4.0,Personal,Small,Normal,0,0,0.0,0,,0.0,2,4.3,Monthly
C00731,50,285000,14250000,2.2,Personal,Small,Normal,0,0,0.0,0,,0.0,1,3.4,Monthly
C00732,100,250000,25000000,8.3,Business,Small,Small Business,1,1,929613.0,0,,0.0,5,6.2,Annual
C00733,10,320000,3200000,7.4,Personal,Small,Normal,0,0,0.0,0,,0.0,2,4.4,Monthly
C00734,100,250000,25000000,8.0,Business,Medium,Small Business,1,1,606956.0,1,VPS,2973877.0,8,9.2,Annual
C00735,150,260000,39000000,8.3,Business,Medium,Small Business,1,1,1598827.0,1,VPS,18402295.0,8,9.5,Annual
C00736,50,305000,15250000,7.7,Personal,Small,Normal,0,0,0.0,0,,0.0,2,4.5,Monthly
C00737,10,320000,3200000,10.0,Personal,Small,Normal,0,0,0.0,0,,0.0,0,1.0,Annual
C00738,150,245000,36750000,1.2,Business,Medium,Small Business,1,0,0.0,0,,0.0,2,0.0,Monthly
C00739,30,330000,9900000,1.1,Personal,Small,Normal,0,0,0.0,0,,0.0,1,3.4,Monthly
C00740,10,355000,3550000,5.6,Personal,Small,Normal,0,0,0.0,0,,0.0,0,0.5,Annual
C00741,300,230000,69000000,3.5,Government,Large,Government,3,0,0.0,1,VPS,6675441.0,6,5.2,Monthly
C00742,100,250000,25000000,3.0,Government,Large,Government,3,1,771654.0,0,,0.0,3,8.0,Monthly
C00743,200,220000,44000000,5.1,Business,Large,Enterprise,2,1,1602854.0,0,,0.0,6,3.9,Annual
C00744,30,350000,10500000,0.4,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.7,Monthly
C00745,10,360000,3600000,7.5,Business,Small,Small Business,1,0,0.0,0,,0.0,1,5.3,Monthly
C00746,20,345000,6900000,1.2,Business,Small,Small Business,1,1,1233544.0,0,,0.0,2,2.0,Monthly
C00747,20,355000,7100000,3.8,Personal,Small,Normal,0,0,0.0,0,,0.0,0,2.7,Monthly
C00748,300,240000,72000000,3.8,Business,Medium,Small Business,1,0,0.0,0,,0.0,3,6.6,Monthly
C00749,10,385000,3850000,1.1,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.7,Monthly
C00750,10,350000,3500000,1.4,Personal,Small,Normal,0,0,0.0,0,,0.0,1,4.7,Monthly
C00751,20,305000,6100000,6.3,Personal,Small,Normal,0,0,0.0,0,,0.0,0,1.6,Monthly
C00752,20,330000,6600000,4.4,Business,Medium,Small Business,1,0,0.0,0,,0.0,2,2.9,Monthly
C00753,30,345000,10350000,0.7,Business,Small,Small Business,1,0,0.0,1,Dedicated,7761991.0,7,8.3,Monthly
C00754,10,320000,3200000,9.4,Personal,Small,Normal,0,0,0.0,0,,0.0,1,5.2,Annual
C00755,300,220000,131261751,0.8,Government,Large,Government,3,1,1620122.0,0,,0.0,5,7.5,Monthly
C00756,10,375000,3750000,4.4,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.6,Monthly
C00757,20,300000,6000000,3.6,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.2,Monthly
C00758,20,300000,6000000,9.3,Personal,Small,Normal,0,0,0.0,0,,0.0,2,2.7,Monthly
C00759,150,235000,35250000,4.1,Government,Large,Government,3,1,1685534.0,1,Shared,13133622.0,6,6.2,Monthly
C00760,10,355000,3550000,0.8,Personal,Small,Normal,0,0,0.0,0,,0.0,0,1.8,Monthly
C00761,150,240000,36000000,2.8,Government,Large,Government,3,0,0.0,1,VPS,15484821.0,6,5.7,Monthly
C00762,20,300000,6000000,6.2,Personal,Small,Normal,0,0,0.0,0,,0.0,2,4.5,Annual
C00763,10,320000,3200000,5.6,Personal,Small,Normal,0,0,0.0,0,,0.0,0,1.2,Monthly
C00764,100,250000,25000000,8.1,Business,Small,Small Business,1,0,0.0,0,,0.0,3,6.9,Monthly
C00765,10,380000,3800000,4.3,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.2,Monthly
C00766,20,340000,6800000,3.5,Personal,Small,Normal,0,0,0.0,0,,0.0,3,7.4,Monthly
C00767,150,285000,42750000,5.1,Business,Large,Hospital,3,1,865005.0,1,Dedicated,19192413.0,7,6.7,Monthly
C00768,20,300000,6000000,8.9,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.4,Annual
C00769,30,340000,10200000,3.9,Personal,Small,Normal,0,0,0.0,0,,0.0,0,2.8,Monthly
C00770,50,295000,14750000,2.7,Business,Medium,Small Business,1,0,0.0,1,Dedicated,19182344.0,7,6.4,Monthly
C00771,10,320000,3200000,9.6,Personal,Small,Normal,0,0,0.0,0,,0.0,0,6.0,Annual
C00772,300,220000,66000000,8.6,Business,Medium,Small Business,1,0,0.0,0,,0.0,8,8.6,Annual
C00773,50,275000,13750000,3.9,Business,Medium,Small Business,1,1,1821838.0,1,VPS,5726591.0,5,6.5,Monthly
C00774,30,335000,10050000,5.7,Business,Small,Small Business,1,0,0.0,0,,0.0,4,5.5,Annual
C00775,100,270000,27000000,7.2,Business,Medium,Small Business,1,1,1406865.0,0,,0.0,3,4.2,Annual
C00776,20,345000,6900000,0.9,Personal,Small,Normal,0,0,0.0,0,,0.0,1,4.5,Monthly
C00777,10,325000,3250000,2.2,Personal,Small,Normal,0,0,0.0,0,,0.0,0,0.2,Monthly
C00778,300,200000,60000000,7.3,Business,Large,Hospital,3,1,1566800.0,1,Shared,8280881.0,9,7.9,Annual
C00779,150,275000,41250000,1.3,Government,Large,Government,3,1,502709.0,0,,0.0,4,7.0,Monthly
C00780,100,250000,25000000,4.7,Business,Large,ISP Partner,3,1,1822537.0,1,VPS,7902797.0,8,5.7,Monthly
C00781,300,210000,63000000,8.2,Government,Large,Government,3,1,315505.0,1,VPS,14916495.0,8,9.3,Monthly
C00782,20,300000,6000000,2.5,Personal,Small,Normal,0,0,0.0,0,,0.0,1,3.2,Monthly
C00783,20,300000,6000000,7.9,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.7,Annual
C00784,10,360000,3600000,6.4,Business,Medium,Small Business,1,1,1872284.0,0,,0.0,6,5.8,Annual
C00785,200,220000,44000000,7.6,Business,Large,Enterprise,2,0,0.0,0,,0.0,5,3.4,Annual
C00786,30,320000,9600000,6.9,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.3,Annual
C00787,10,360000,3600000,6.4,Personal,Small,Normal,0,0,0.0,0,,0.0,2,2.6,Annual
C00788,20,300000,6000000,3.6,Business,Small,Small Business,1,0,0.0,1,Dedicated,17496389.0,5,9.1,Monthly
C00789,20,365000,7300000,2.7,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.5,Monthly
C00790,10,320000,3200000,5.9,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.9,Annual
C00791,20,355000,7100000,2.1,Personal,Small,Normal,0,1,1674975.0,0,,0.0,2,3.9,Monthly
C00792,10,345000,3450000,2.8,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.7,Monthly
C00793,10,320000,3200000,0.4,Personal,Small,Normal,0,0,0.0,0,,0.0,0,6.5,Monthly
C00794,150,275000,41250000,0.8,Business,Small,Small Business,1,1,1542395.0,0,,0.0,5,7.3,Monthly
C00795,300,225000,67500000,0.6,Government,Large,Government,3,1,305952.0,1,VPS,15212240.0,6,9.0,Monthly
C00796,30,315000,9450000,4.9,Personal,Small,Normal,0,0,0.0,0,,0.0,1,5.8,Monthly
C00797,20,305000,6100000,7.2,Business,Large,University,2,1,789601.0,1,VPS,15707937.0,7,5.6,Annual
C00798,10,360000,3600000,6.8,Personal,Small,Normal,0,0,0.0,0,,0.0,0,7.5,Monthly
C00799,50,270000,13500000,8.5,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.1,Annual
C00800,100,250000,25000000,3.3,Business,Small,Small Business,1,0,0.0,1,Dedicated,14682614.0,7,8.8,Monthly
C00801,10,320000,3200000,8.6,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.9,Annual
C00802,100,295000,29500000,2.1,Business,Medium,Small Business,1,1,1822680.0,0,,0.0,7,12.1,Monthly
C00803,30,290000,8700000,0.2,Personal,Small,Normal,0,0,0.0,0,,0.0,1,1.2,Monthly
C00804,50,315000,15750000,0.2,Personal,Small,Normal,0,0,0.0,0,,0.0,0,2.6,Monthly
C00805,30,355000,10650000,0.5,Personal,Small,Normal,0,0,0.0,0,,0.0,0,2.9,Monthly
C00806,30,320000,9600000,1.1,Personal,Small,Normal,0,0,0.0,0,,0.0,5,4.7,Monthly
C00807,300,220000,66000000,5.3,Government,Large,Government,3,1,364382.0,1,Shared,5740261.0,8,5.8,Annual
C00808,150,270000,40500000,5.0,Business,Large,University,2,1,1545042.0,1,Dedicated,14574260.0,5,3.0,Monthly
C00809,100,295000,29500000,5.4,Business,Large,Hospital,3,0,0.0,1,VPS,17545285.0,8,5.1,Annual
C00810,150,235000,35250000,2.9,Government,Large,Government,3,1,998873.0,1,Dedicated,9917080.0,11,11.7,Monthly
C00811,50,270000,13500000,9.0,Business,Medium,Small Business,1,0,0.0,0,,0.0,5,6.0,Annual
C00812,150,260000,39000000,5.5,Business,Small,Small Business,1,1,616702.0,1,VPS,19308460.0,7,8.6,Annual
C00813,200,220000,44000000,1.8,Business,Medium,Small Business,1,1,756687.0,1,Dedicated,11393048.0,6,7.8,Monthly
C00814,30,290000,8700000,8.0,Personal,Small,Normal,0,0,0.0,0,,0.0,0,6.3,Annual
C00815,300,235000,70500000,0.5,Government,Large,Government,3,1,972575.0,1,VPS,3810618.0,9,10.5,Monthly
C00816,10,320000,3200000,6.8,Personal,Small,Normal,0,0,0.0,0,,0.0,2,0.0,Monthly
C00817,20,370000,7400000,2.4,Personal,Small,Normal,0,0,0.0,0,,0.0,5,7.1,Monthly
C00818,20,345000,6900000,1.8,Personal,Small,Normal,0,0,0.0,0,,0.0,1,0.1,Monthly
C00819,20,340000,6800000,1.2,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.0,Monthly
C00820,30,335000,10050000,2.6,Business,Small,Small Business,1,1,1320622.0,0,,0.0,2,4.1,Monthly
C00821,20,325000,6500000,9.7,Personal,Small,Normal,0,0,0.0,0,,0.0,2,3.5,Monthly
C00822,50,275000,13750000,1.1,Business,Medium,Small Business,1,1,716383.0,0,,0.0,5,3.8,Monthly
C00823,10,320000,3200000,4.8,Business,Small,Small Business,1,0,0.0,1,VPS,12453518.0,6,6.5,Monthly
C00824,300,220000,66000000,7.5,Business,Large,University,2,0,0.0,1,Shared,9576399.0,4,6.4,Annual
C00825,20,320000,6400000,0.5,Business,Small,Small Business,1,0,0.0,1,Shared,8095520.0,6,3.8,Monthly
C00826,30,350000,10500000,1.0,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.6,Monthly
C00827,50,270000,13500000,8.9,Business,Medium,Small Business,1,1,647131.0,0,,0.0,5,4.9,Annual
C00828,200,220000,44000000,6.6,Business,Small,Small Business,1,0,0.0,0,,0.0,2,2.5,Annual
C00829,200,225000,45000000,0.2,Business,Small,Small Business,1,0,0.0,0,,0.0,0,4.9,Monthly
C00830,100,255000,25500000,1.5,Business,Small,Small Business,1,0,0.0,0,,0.0,1,0.1,Monthly
C00831,100,285000,28500000,0.4,Business,Medium,Small Business,1,1,372955.0,0,,0.0,3,3.0,Monthly
C00832,200,230000,46000000,7.5,Government,Large,Government,3,1,667468.0,0,,0.0,4,2.0,Annual
C00833,150,230000,34500000,4.9,Business,Large,University,2,1,907481.0,0,,0.0,2,1.8,Monthly
C00834,10,325000,3250000,6.1,Personal,Small,Normal,0,0,0.0,0,,0.0,1,4.8,Annual
C00835,150,235000,35250000,7.8,Government,Large,Government,3,0,0.0,1,VPS,19395953.0,5,3.9,Annual
C00836,10,325000,3250000,0.9,Personal,Small,Normal,0,0,0.0,0,,0.0,1,4.8,Monthly
C00837,200,220000,44000000,5.2,Business,Medium,Small Business,1,0,0.0,0,,0.0,2,3.6,Annual
C00838,20,330000,6600000,6.3,Personal,Small,Normal,0,0,0.0,0,,0.0,0,0.7,Monthly
C00839,30,340000,10200000,1.9,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.2,Monthly
C00840,100,250000,25000000,8.0,Business,Large,Enterprise,2,1,815201.0,0,,0.0,4,6.2,Annual
C00841,50,270000,13500000,5.4,Personal,Small,Normal,0,0,0.0,0,,0.0,1,4.7,Annual
C00842,50,270000,13500000,8.9,Business,Medium,Small Business,1,0,0.0,0,,0.0,4,5.7,Annual
C00843,20,300000,6000000,9.2,Personal,Small,Normal,0,0,0.0,0,,0.0,0,0.7,Annual
C00844,200,255000,51000000,1.5,Government,Large,Government,3,1,1548629.0,1,Dedicated,15371185.0,7,9.1,Monthly
C00845,300,205000,61500000,9.9,Business,Large,Enterprise,2,1,666498.0,0,,0.0,3,4.8,Annual
C00846,50,285000,14250000,9.8,Business,Small,Small Business,1,0,0.0,0,,0.0,4,3.8,Annual
C00847,10,330000,3300000,7.0,Personal,Small,Normal,0,0,0.0,0,,0.0,0,2.1,Annual
C00848,10,340000,3400000,9.6,Personal,Small,Normal,0,0,0.0,0,,0.0,0,1.0,Annual
