Customer_ID,Bandwidth_Mbps,Price_Per_Mbps,Monthly_Internet_Fee,Years_With_Company,Customer_Type,Company_Size,Strategic_Category,Strategic_Level,Has_VoIP,Monthly_VoIP_Fee,Has_Server,Server_Type,Monthly_Server_Fee,Support_Tickets_Last_Year,Downtime_Hours_Last_Year,Contract_Type,Total_Monthly_Revenue,Number_of_Services,High_Value
C00511,100,250000,25000000,5.9,Business,Medium,Small Business,1,0,0.0,0,,0.0,1,4.6,Annual,25000000.0,1,0
C00512,10,320000,3200000,2.9,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.5,Monthly,3200000.0,1,0
C00513,10,320000,3200000,5.4,Personal,Small,Normal,0,0,0.0,0,,0.0,0,5.3,Annual,3200000.0,1,0
C00514,150,280000,42000000,0.6,Business,Large,University,2,0,0.0,1,Dedicated,4840755.0,3,4.7,Monthly,46840755.0,2,1
C00515,200,220000,44000000,7.3,Government,Large,Government,3,0,0.0,1,Dedicated,18460272.0,5,3.6,Annual,62460272.0,2,1
C00516,30,290000,8700000,5.8,Personal,Small,Normal,0,0,0.0,0,,0.0,0,1.0,Annual,8700000.0,1,0
C00517,50,325000,16250000,2.3,Business,Small,Small Business,1,0,0.0,0,,0.0,2,4.8,Monthly,16250000.0,1,0
C00518,30,290000,8700000,7.7,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.4,Annual,8700000.0,1,0
C00519,10,350000,3500000,8.8,Personal,Small,Normal,0,0,0.0,0,,0.0,0,0.0,Annual,3500000.0,1,0
C00520,20,315000,6300000,2.2,Personal,Small,Normal,0,0,0.0,0,,0.0,2,6.5,Monthly,6300000.0,1,0
C00521,20,370000,7400000,0.7,Personal,Small,Normal,0,0,0.0,0,,0.0,1,8.4,Monthly,7400000.0,1,0
C00522,100,285000,28500000,4.3,Business,Medium,Small Business,1,1,482584.0,0,,0.0,4,8.5,Monthly,28982584.0,2,0
C00523,100,285000,28500000,5.2,Government,Large,Government,3,1,1636968.0,1,Dedicated,2162211.0,10,9.1,Annual,32299179.0,3,0
C00524,150,270000,40500000,2.4,Business,Medium,Small Business,1,0,0.0,0,,0.0,2,1.5,Monthly,40500000.0,1,0
C00525,20,320000,6400000,3.5,Personal,Small,Normal,0,0,0.0,0,,0.0,2,5.4,Monthly,6400000.0,1,0
C00526,150,250000,37500000,6.8,Business,Large,ISP Partner,3,1,1866436.0,1,Dedicated,8350436.0,11,10.2,Annual,47716872.0,3,1
C00527,10,330000,3300000,4.1,Personal,Small,Normal,0,0,0.0,0,,0.0,0,6.7,Monthly,3300000.0,1,0
C00528,150,265000,39750000,4.1,Business,Small,Small Business,1,0,0.0,0,,0.0,2,4.3,Monthly,39750000.0,1,0
C00529,30,325000,9750000,6.9,Personal,Small,Normal,0,0,0.0,0,,0.0,2,1.6,Annual,9750000.0,1,0
C00530,20,360000,7200000,2.0,Personal,Small,Normal,0,0,0.0,0,,0.0,3,7.0,Monthly,7200000.0,1,0
C00531,10,375000,3750000,3.5,Personal,Small,Normal,0,0,0.0,0,,0.0,3,3.3,Monthly,3750000.0,1,0
C00532,200,220000,44000000,7.8,Business,Small,Small Business,1,0,0.0,0,,0.0,5,7.1,Annual,44000000.0,1,1
C00533,30,290000,8700000,8.5,Personal,Small,Normal,0,0,0.0,0,,0.0,1,4.0,Annual,8700000.0,1,0
C00534,100,275000,27500000,4.6,Business,Large,Enterprise,2,0,0.0,0,,0.0,3,9.2,Monthly,27500000.0,1,0
C00535,20,325000,6500000,6.8,Personal,Small,Normal,0,0,0.0,0,,0.0,0,1.7,Annual,6500000.0,1,0
C00536,50,270000,13500000,4.6,Personal,Small,Normal,0,0,0.0,0,,0.0,2,5.6,Monthly,13500000.0,1,0
C00537,30,300000,9000000,6.1,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.7,Annual,9000000.0,1,0
C00538,30,330000,9900000,7.1,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.7,Annual,9900000.0,1,0
C00539,20,300000,6000000,5.4,Personal,Small,Normal,0,0,0.0,0,,0.0,4,6.8,Annual,6000000.0,1,0
C00540,10,335000,3350000,6.9,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.0,Annual,3350000.0,1,0
C00541,150,230000,95441968,6.6,Business,Large,ISP Partner,3,1,1913770.0,1,Dedicated,15645701.0,7,7.5,Monthly,113001439.0,3,1
C00542,50,290000,14500000,9.4,Personal,Small,Normal,0,0,0.0,0,,0.0,2,1.6,Annual,14500000.0,1,0
C00543,50,270000,13500000,2.0,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.4,Monthly,13500000.0,1,0
C00544,200,220000,44000000,9.2,Business,Medium,Small Business,1,1,1003245.0,0,,0.0,8,7.2,Annual,45003245.0,2,1
C00545,30,290000,8700000,9.9,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.0,Annual,8700000.0,1,0
C00546,10,325000,3250000,2.7,Personal,Small,Normal,0,0,0.0,0,,0.0,0,0.0,Monthly,3250000.0,1,0
C00547,20,330000,6600000,4.8,Personal,Small,Normal,0,1,593329.0,0,,0.0,4,5.8,Monthly,7193329.0,2,0
C00548,20,300000,6000000,6.0,Personal,Small,Normal,0,0,0.0,0,,0.0,2,1.6,Annual,6000000.0,1,0
C00549,20,330000,6600000,2.2,Personal,Small,Normal,0,0,0.0,0,,0.0,2,7.9,Monthly,6600000.0,1,0
C00550,10,325000,3250000,1.1,Personal,Small,Normal,0,0,0.0,0,,0.0,0,1.0,Monthly,3250000.0,1,0
C00551,20,345000,6900000,4.2,Personal,Small,Normal,0,0,0.0,0,,0.0,2,2.6,Monthly,6900000.0,1,0
C00552,150,250000,37500000,1.8,Business,Small,Small Business,1,0,0.0,0,,0.0,0,4.6,Monthly,37500000.0,1,0
C00553,20,315000,6300000,6.7,Personal,Small,Normal,0,0,0.0,0,,0.0,4,8.1,Monthly,6300000.0,1,0
C00554,300,200000,60000000,2.7,Business,Large,ISP Partner,3,1,1975646.0,1,Shared,6941109.0,10,10.5,Monthly,68916755.0,3,1
C00555,200,230000,46000000,9.3,Business,Small,Small Business,1,0,0.0,0,,0.0,0,0.3,Annual,46000000.0,1,1
C00556,300,210000,63000000,7.2,Government,Large,Government,3,1,1147382.0,1,Dedicated,13874978.0,10,6.9,Annual,78022360.0,3,1
C00557,100,265000,26500000,9.9,Business,Small,Small Business,1,0,0.0,0,,0.0,0,6.9,Monthly,26500000.0,1,0
C00558,10,320000,3200000,5.8,Personal,Small,Normal,0,0,0.0,0,,0.0,2,5.8,Monthly,3200000.0,1,0
C00559,100,250000,25000000,6.7,Business,Medium,Small Business,1,0,0.0,1,Shared,2932097.0,5,6.7,Annual,27932097.0,2,0
C00560,30,295000,8850000,6.4,Personal,Small,Normal,0,1,1818378.0,0,,0.0,6,8.8,Annual,10668378.0,2,0
C00561,200,235000,47000000,3.6,Business,Medium,Small Business,1,0,0.0,0,,0.0,3,4.5,Monthly,47000000.0,1,1
C00562,150,260000,39000000,3.5,Business,Small,Small Business,1,1,850667.0,0,,0.0,4,2.6,Monthly,39850667.0,2,0
C00563,200,220000,44000000,7.7,Business,Small,Small Business,1,0,0.0,0,,0.0,3,1.0,Annual,44000000.0,1,1
C00564,200,240000,48000000,0.3,Business,Large,University,2,1,363445.0,0,,0.0,4,8.5,Monthly,48363445.0,2,1
C00565,100,260000,26000000,5.5,Business,Small,Small Business,1,0,0.0,1,VPS,6529992.0,5,4.0,Annual,32529992.0,2,0
C00566,100,265000,26500000,2.5,Business,Medium,Small Business,1,0,0.0,0,,0.0,1,5.8,Monthly,26500000.0,1,0
C00567,30,325000,9750000,0.8,Personal,Small,Normal,0,0,0.0,0,,0.0,0,1.7,Monthly,9750000.0,1,0
C00568,50,270000,13500000,6.8,Personal,Small,Normal,0,0,0.0,0,,0.0,0,2.1,Annual,13500000.0,1,0
C00569,150,265000,39750000,1.0,Business,Medium,Small Business,1,1,1345377.0,0,,0.0,6,5.8,Monthly,41095377.0,2,0
C00570,200,230000,46000000,2.7,Business,Medium,Small Business,1,0,0.0,0,,0.0,1,1.6,Monthly,46000000.0,1,1
C00571,20,305000,6100000,8.1,Personal,Small,Normal,0,0,0.0,0,,0.0,1,5.7,Annual,6100000.0,1,0
C00572,10,335000,3350000,4.9,Personal,Small,Normal,0,1,433713.0,0,,0.0,3,6.2,Monthly,3783713.0,2,0
C00573,30,305000,9150000,9.7,Personal,Small,Normal,0,0,0.0,0,,0.0,3,6.8,Monthly,9150000.0,1,0
C00574,100,250000,25000000,9.9,Government,Large,Government,3,1,1903585.0,1,Dedicated,15309692.0,10,1.8,Annual,42213277.0,3,0
C00575,50,285000,14250000,4.5,Personal,Small,Normal,0,1,1863608.0,0,,0.0,2,3.6,Monthly,16113608.0,2,0
C00576,150,230000,34500000,5.4,Business,Small,Small Business,1,1,1937260.0,0,,0.0,7,10.4,Annual,36437260.0,2,0
C00577,100,285000,28500000,8.6,Business,Small,Small Business,1,0,0.0,0,,0.0,0,4.3,Monthly,28500000.0,1,0
C00578,20,300000,6000000,7.4,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.0,Monthly,6000000.0,1,0
C00579,20,340000,6800000,1.1,Personal,Small,Normal,0,0,0.0,0,,0.0,0,5.7,Monthly,6800000.0,1,0
C00580,100,250000,25000000,2.1,Business,Medium,Small Business,1,1,829917.0,0,,0.0,6,6.1,Monthly,25829917.0,2,0
C00581,20,300000,6000000,1.5,Personal,Small,Normal,0,0,0.0,0,,0.0,2,6.7,Monthly,6000000.0,1,0
C00582,10,360000,3600000,1.2,Business,Small,Small Business,1,1,1550267.0,1,Dedicated,19011574.0,7,10.2,Monthly,24161841.0,3,0
C00583,300,205000,61500000,8.1,Business,Medium,Small Business,1,0,0.0,0,,0.0,3,2.2,Annual,61500000.0,1,1
C00584,150,230000,34500000,2.8,Business,Small,Small Business,1,1,1301598.0,1,Shared,11214499.0,7,6.6,Monthly,47016097.0,3,1
C00585,200,245000,49000000,0.8,Business,Large,Hospital,3,1,1977351.0,1,Dedicated,6963887.0,6,7.0,Monthly,57941238.0,3,1
C00586,10,360000,3600000,9.3,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.2,Annual,3600000.0,1,0
C00587,200,220000,44000000,9.2,Business,Large,Enterprise,2,1,1491752.0,0,,0.0,2,3.8,Annual,45491752.0,2,1
C00588,20,355000,7100000,5.0,Personal,Small,Normal,0,1,1468881.0,1,VPS,6645723.0,9,5.5,Monthly,15214604.0,3,0
C00589,150,250000,37500000,9.6,Government,Large,Government,3,0,0.0,1,Dedicated,13091391.0,8,8.2,Monthly,50591391.0,2,1
C00590,150,230000,34500000,3.4,Business,Large,ISP Partner,3,1,920630.0,1,Shared,18378400.0,5,6.0,Monthly,53799030.0,3,1
C00591,10,370000,3700000,6.8,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.6,Annual,3700000.0,1,0
C00592,30,330000,9900000,1.2,Personal,Small,Normal,0,0,0.0,0,,0.0,0,0.0,Monthly,9900000.0,1,0
C00593,20,300000,6000000,5.4,Personal,Small,Normal,0,0,0.0,0,,0.0,5,1.9,Annual,6000000.0,1,0
C00594,20,340000,6800000,7.1,Business,Small,Small Business,1,0,0.0,0,,0.0,4,5.3,Annual,6800000.0,1,0
C00595,50,290000,14500000,9.5,Personal,Small,Normal,0,0,0.0,0,,0.0,5,0.0,Monthly,14500000.0,1,0
C00596,10,380000,3800000,2.9,Personal,Small,Normal,0,0,0.0,0,,0.0,0,0.4,Monthly,3800000.0,1,0
C00597,50,305000,15250000,6.0,Personal,Small,Normal,0,1,1592393.0,0,,0.0,3,6.6,Annual,16842393.0,2,0
C00598,200,220000,44000000,4.3,Business,Medium,Small Business,1,0,0.0,0,,0.0,3,7.7,Monthly,44000000.0,1,1
C00599,100,280000,28000000,6.6,Business,Small,Small Business,1,1,436405.0,0,,0.0,6,5.6,Annual,28436405.0,2,0
C00600,30,330000,9900000,6.8,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.0,Monthly,9900000.0,1,0
C00601,150,265000,39750000,8.0,Business,Large,ISP Partner,3,1,1379808.0,1,Shared,2221599.0,8,7.1,Monthly,43351407.0,3,0
C00602,50,335000,16750000,0.7,Business,Medium,Small Business,1,1,1348896.0,0,,0.0,6,3.9,Monthly,18098896.0,2,0
C00603,10,320000,3200000,3.2,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.1,Monthly,3200000.0,1,0
C00604,50,330000,16500000,2.4,Business,Small,Small Business,1,0,0.0,0,,0.0,3,7.9,Monthly,16500000.0,1,0
C00605,50,315000,15750000,0.9,Business,Medium,Small Business,1,1,434145.0,1,VPS,2743514.0,6,8.5,Monthly,18927659.0,3,0
C00606,100,285000,28500000,2.7,Business,Medium,Small Business,1,0,0.0,1,Shared,3760137.0,7,5.5,Monthly,32260137.0,2,0
C00607,50,330000,16500000,0.3,Personal,Small,Normal,0,0,0.0,0,,0.0,1,8.6,Monthly,16500000.0,1,0
C00608,20,300000,6000000,7.9,Personal,Small,Normal,0,0,0.0,0,,0.0,0,5.6,Annual,6000000.0,1,0
C00609,20,305000,6100000,2.6,Personal,Small,Normal,0,0,0.0,0,,0.0,3,0.0,Monthly,6100000.0,1,0
C00610,300,220000,66000000,7.1,Business,Small,Small Business,1,1,1363733.0,1,Shared,19894178.0,7,7.9,Annual,87257911.0,3,1
C00611,150,240000,36000000,2.0,Business,Small,Small Business,1,0,0.0,0,,0.0,3,0.2,Monthly,36000000.0,1,0
C00612,150,250000,37500000,0.4,Business,Small,Small Business,1,0,0.0,0,,0.0,2,4.2,Monthly,37500000.0,1,0
C00613,10,360000,3600000,7.2,Personal,Small,Normal,0,0,0.0,0,,0.0,0,1.4,Annual,3600000.0,1,0
C00614,50,270000,13500000,6.9,Business,Large,University,2,0,0.0,1,Shared,15516601.0,7,8.3,Annual,29016601.0,2,0
C00615,20,325000,6500000,6.9,Personal,Small,Normal,0,0,0.0,0,,0.0,0,2.2,Annual,6500000.0,1,0
C00616,150,265000,39750000,6.5,Business,Medium,Small Business,1,0,0.0,0,,0.0,4,2.4,Monthly,39750000.0,1,0
C00617,200,245000,49000000,6.6,Business,Small,Small Business,1,1,1200658.0,0,,0.0,4,5.4,Annual,50200658.0,2,1
C00618,50,270000,13500000,7.9,Personal,Small,Normal,0,0,0.0,0,,0.0,4,6.3,Annual,13500000.0,1,0
C00619,50,320000,16000000,1.2,Business,Small,Small Business,1,1,1617440.0,0,,0.0,2,5.7,Monthly,17617440.0,2,0
C00620,300,210000,63000000,6.3,Business,Small,Small Business,1,0,0.0,0,,0.0,5,7.5,Annual,63000000.0,1,1
C00621,20,330000,6600000,8.8,Personal,Small,Normal,0,0,0.0,0,,0.0,2,1.6,Annual,6600000.0,1,0
C00622,20,305000,6100000,3.1,Personal,Small,Normal,0,0,0.0,0,,0.0,1,6.5,Monthly,6100000.0,1,0
C00623,10,330000,3300000,2.4,Personal,Small,Normal,0,0,0.0,0,,0.0,0,2.9,Monthly,3300000.0,1,0
C00624,20,340000,6800000,4.7,Personal,Small,Normal,0,0,0.0,0,,0.0,1,5.3,Monthly,6800000.0,1,0
C00625,50,270000,13500000,3.5,Personal,Small,Normal,0,0,0.0,0,,0.0,1,4.2,Monthly,13500000.0,1,0
C00626,30,330000,9900000,6.6,Personal,Small,Normal,0,0,0.0,0,,0.0,0,5.1,Annual,9900000.0,1,0
C00627,20,355000,7100000,0.4,Personal,Small,Normal,0,0,0.0,0,,0.0,2,6.6,Monthly,7100000.0,1,0
C00628,20,355000,7100000,5.1,Personal,Small,Normal,0,1,799439.0,0,,0.0,2,7.7,Monthly,7899439.0,2,0
C00629,30,350000,10500000,2.4,Personal,Small,Normal,0,0,0.0,0,,0.0,0,1.5,Monthly,10500000.0,1,0
C00630,20,340000,6800000,4.6,Personal,Small,Normal,0,1,1908949.0,0,,0.0,2,5.9,Monthly,8708949.0,2,0
C00631,30,300000,9000000,1.2,Personal,Small,Normal,0,0,0.0,0,,0.0,0,5.6,Monthly,9000000.0,1,0
C00632,10,360000,3600000,3.1,Personal,Small,Normal,0,0,0.0,0,,0.0,3,3.5,Monthly,3600000.0,1,0
C00633,100,260000,26000000,8.1,Business,Large,Hospital,3,1,1531192.0,0,,0.0,7,2.0,Annual,27531192.0,2,0
C00634,150,245000,36750000,8.4,Government,Large,Government,3,1,655891.0,1,VPS,2433093.0,10,10.0,Monthly,39838984.0,3,0
C00635,30,325000,9750000,9.4,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.7,Annual,9750000.0,1,0
C00636,10,320000,3200000,6.2,Personal,Small,Normal,0,0,0.0,0,,0.0,2,4.3,Monthly,3200000.0,1,0
C00637,20,345000,6900000,7.2,Business,Medium,Small Business,1,1,1674663.0,0,,0.0,5,4.1,Annual,8574663.0,2,0
C00638,50,270000,13500000,9.7,Business,Large,ISP Partner,3,1,326566.0,1,Dedicated,3348658.0,7,5.8,Annual,17175224.0,3,0
C00639,10,330000,3300000,0.3,Personal,Small,Normal,0,0,0.0,0,,0.0,0,0.9,Monthly,3300000.0,1,0
C00640,50,295000,14750000,4.4,Business,Large,University,2,0,0.0,0,,0.0,3,1.9,Monthly,14750000.0,1,0
C00641,30,310000,9300000,6.8,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.6,Annual,9300000.0,1,0
C00642,20,320000,6400000,1.0,Business,Small,Small Business,1,0,0.0,0,,0.0,4,4.1,Monthly,6400000.0,1,0
C00643,200,255000,51000000,3.7,Business,Large,University,2,1,343554.0,0,,0.0,5,6.2,Monthly,51343554.0,2,1
C00644,10,320000,3200000,9.1,Business,Medium,Small Business,1,0,0.0,1,Dedicated,15746221.0,6,5.9,Annual,18946221.0,2,0
C00645,20,340000,6800000,4.0,Personal,Small,Normal,0,0,0.0,0,,0.0,1,5.4,Monthly,6800000.0,1,0
C00646,300,200000,60000000,5.6,Business,Small,Small Business,1,0,0.0,0,,0.0,0,2.3,Annual,60000000.0,1,1
C00647,30,290000,8700000,8.5,Business,Medium,Small Business,1,1,783446.0,0,,0.0,5,6.0,Annual,9483446.0,2,0
C00648,20,365000,7300000,3.4,Personal,Small,Normal,0,0,0.0,0,,0.0,0,1.6,Monthly,7300000.0,1,0
C00649,300,215000,64500000,0.5,Government,Large,Government,3,1,1919246.0,1,VPS,18284977.0,7,8.9,Monthly,84704223.0,3,1
C00650,20,350000,7000000,1.1,Personal,Small,Normal,0,0,0.0,0,,0.0,2,5.7,Monthly,7000000.0,1,0
C00651,10,365000,3650000,5.1,Business,Small,Small Business,1,0,0.0,0,,0.0,6,6.9,Annual,3650000.0,1,0
C00652,100,295000,29500000,2.5,Business,Medium,Small Business,1,0,0.0,0,,0.0,4,6.7,Monthly,29500000.0,1,0
C00653,10,360000,3600000,6.6,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.1,Monthly,3600000.0,1,0
C00654,150,235000,35250000,1.7,Government,Large,Government,3,1,920422.0,0,,0.0,2,4.2,Monthly,36170422.0,2,0
C00655,300,215000,64500000,0.2,Government,Large,Government,3,1,508681.0,1,Shared,12122210.0,9,8.0,Monthly,77130891.0,3,1
C00656,20,300000,6000000,8.6,Personal,Small,Normal,0,0,0.0,0,,0.0,1,3.5,Annual,6000000.0,1,0
C00657,20,300000,6000000,6.9,Personal,Small,Normal,0,0,0.0,0,,0.0,1,1.9,Annual,6000000.0,1,0
C00658,100,280000,28000000,8.1,Business,Large,Hospital,3,1,912827.0,0,,0.0,3,5.3,Annual,28912827.0,2,0
C00659,100,260000,26000000,8.7,Business,Small,Small Business,1,0,0.0,1,Dedicated,4699766.0,6,3.6,Annual,30699766.0,2,0
C00660,20,305000,6100000,6.9,Personal,Small,Normal,0,0,0.0,0,,0.0,0,5.3,Monthly,6100000.0,1,0
C00661,300,240000,72000000,2.2,Business,Large,University,2,1,1757880.0,1,VPS,11899661.0,10,7.9,Monthly,85657541.0,3,1
C00662,20,335000,6700000,6.7,Personal,Small,Normal,0,0,0.0,0,,0.0,2,4.9,Annual,6700000.0,1,0
C00663,10,325000,3250000,4.4,Personal,Small,Normal,0,0,0.0,0,,0.0,3,7.1,Monthly,3250000.0,1,0
C00664,10,325000,3250000,5.2,Personal,Small,Normal,0,0,0.0,1,Shared,15011142.0,4,4.5,Monthly,18261142.0,2,0
C00665,100,295000,29500000,2.7,Business,Medium,Small Business,1,0,0.0,0,,0.0,0,2.4,Monthly,29500000.0,1,0
C00666,300,225000,67500000,0.6,Business,Medium,Small Business,1,1,1024615.0,1,VPS,13963476.0,8,10.2,Monthly,82488091.0,3,1
C00667,30,290000,8700000,6.2,Business,Small,Small Business,1,0,0.0,0,,0.0,1,0.0,Monthly,8700000.0,1,0
C00668,20,305000,6100000,0.8,Personal,Small,Normal,0,1,1015798.0,0,,0.0,2,3.7,Monthly,7115798.0,2,0
C00669,50,280000,14000000,5.9,Business,Large,Enterprise,2,0,0.0,0,,0.0,3,3.6,Annual,14000000.0,1,0
C00670,20,300000,6000000,7.4,Personal,Small,Normal,0,0,0.0,0,,0.0,0,0.4,Monthly,6000000.0,1,0
C00671,100,250000,25000000,6.2,Business,Small,Small Business,1,1,805504.0,0,,0.0,7,7.4,Monthly,25805504.0,2,0
C00672,30,290000,8700000,6.5,Personal,Small,Normal,0,0,0.0,0,,0.0,0,5.5,Monthly,8700000.0,1,0
C00673,150,270000,40500000,3.7,Business,Medium,Small Business,1,1,1056972.0,0,,0.0,5,4.7,Monthly,41556972.0,2,0
C00674,10,325000,3250000,8.2,Personal,Small,Normal,0,0,0.0,0,,0.0,0,1.2,Monthly,3250000.0,1,0
C00675,100,260000,26000000,8.7,Business,Large,ISP Partner,3,1,921314.0,1,Dedicated,11445909.0,5,7.7,Annual,38367223.0,3,0
C00676,150,260000,39000000,3.9,Business,Small,Small Business,1,1,851059.0,0,,0.0,6,9.2,Monthly,39851059.0,2,0
C00677,150,245000,36750000,5.5,Business,Large,Enterprise,2,0,0.0,0,,0.0,2,5.8,Annual,36750000.0,1,0
C00678,300,200000,60000000,5.3,Government,Large,Government,3,1,1624198.0,1,VPS,12029278.0,7,4.9,Monthly,73653476.0,3,1
C00679,300,225000,67500000,4.2,Business,Medium,Small Business,1,0,0.0,0,,0.0,3,3.6,Monthly,67500000.0,1,1
C00680,10,335000,3350000,4.3,Personal,Small,Normal,0,0,0.0,0,,0.0,0,0.0,Monthly,3350000.0,1,0
C00681,20,345000,6900000,8.8,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.4,Annual,6900000.0,1,0
C00682,150,255000,38250000,2.5,Government,Large,Government,3,1,1962550.0,1,Dedicated,17927390.0,5,3.4,Monthly,58139940.0,3,1
C00683,200,245000,49000000,0.6,Government,Large,Government,3,1,862920.0,1,Dedicated,11980002.0,6,5.6,Monthly,61842922.0,3,1
C00684,100,250000,25000000,8.1,Business,Large,Enterprise,2,1,1871550.0,0,,0.0,5,3.7,Annual,26871550.0,2,0
C00685,50,270000,13500000,7.9,Business,Small,Small Business,1,0,0.0,1,VPS,14825156.0,6,6.7,Annual,28325156.0,2,0
C00686,150,255000,38250000,5.1,Business,Small,Small Business,1,1,1279161.0,1,VPS,15574868.0,7,4.8,Annual,55104029.0,3,1
C00687,20,300000,6000000,5.6,Personal,Small,Normal,0,0,0.0,0,,0.0,0,6.2,Annual,6000000.0,1,0
C00688,20,345000,6900000,0.6,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.8,Monthly,6900000.0,1,0
C00689,100,300000,30000000,4.6,Business,Medium,Small Business,1,0,0.0,0,,0.0,2,1.6,Monthly,30000000.0,1,0
C00690,300,200000,60000000,9.4,Business,Medium,Small Business,1,0,0.0,0,,0.0,6,2.4,Annual,60000000.0,1,1
C00691,30,290000,8700000,9.6,Personal,Small,Normal,0,1,1852111.0,0,,0.0,2,3.5,Annual,10552111.0,2,0
C00692,150,230000,34500000,7.8,Business,Medium,Small Business,1,1,1264811.0,0,,0.0,5,8.2,Annual,35764811.0,2,0
C00693,10,320000,3200000,5.4,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.2,Annual,3200000.0,1,0
C00694,20,300000,6000000,3.9,Personal,Small,Normal,0,0,0.0,0,,0.0,2,3.8,Monthly,6000000.0,1,0
C00695,10,360000,3600000,8.8,Personal,Small,Normal,0,0,0.0,0,,0.0,3,6.9,Annual,3600000.0,1,0
C00696,20,320000,6400000,6.3,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.0,Annual,6400000.0,1,0
C00697,10,350000,3500000,7.4,Personal,Small,Normal,0,0,0.0,0,,0.0,2,0.0,Annual,3500000.0,1,0
C00698,10,350000,3500000,2.1,Personal,Small,Normal,0,0,0.0,0,,0.0,0,2.6,Monthly,3500000.0,1,0
C00699,300,205000,61500000,7.4,Business,Small,Small Business,1,0,0.0,0,,0.0,6,4.5,Annual,61500000.0,1,1
C00700,10,330000,3300000,1.2,Personal,Small,Normal,0,0,0.0,0,,0.0,0,5.7,Monthly,3300000.0,1,0
C00701,50,300000,15000000,9.9,Personal,Small,Normal,0,1,1847676.0,0,,0.0,3,7.4,Monthly,16847676.0,2,0
C00702,20,345000,6900000,7.4,Business,Medium,Small Business,1,0,0.0,0,,0.0,1,6.4,Annual,6900000.0,1,0
C00703,30,290000,8700000,4.6,Personal,Small,Normal,0,1,332847.0,0,,0.0,7,4.8,Monthly,9032847.0,2,0
C00704,150,265000,39750000,5.2,Business,Large,ISP Partner,3,1,1995575.0,1,VPS,17476964.0,10,5.7,Annual,59222539.0,3,1
C00705,100,255000,25500000,3.0,Business,Small,Small Business,1,0,0.0,0,,0.0,1,4.6,Monthly,25500000.0,1,0
C00706,20,300000,6000000,7.7,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.7,Annual,6000000.0,1,0
C00707,150,230000,34500000,8.5,Government,Large,Government,3,1,584357.0,0,,0.0,2,5.2,Monthly,35084357.0,2,0
C00708,30,305000,9150000,4.4,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.7,Monthly,9150000.0,1,0
C00709,30,290000,8700000,9.5,Personal,Small,Normal,0,0,0.0,0,,0.0,1,0.0,Annual,8700000.0,1,0
C00710,20,340000,6800000,3.9,Personal,Small,Normal,0,0,0.0,0,,0.0,0,2.2,Monthly,6800000.0,1,0
C00711,10,320000,3200000,0.3,Personal,Small,Normal,0,0,0.0,0,,0.0,1,4.5,Monthly,3200000.0,1,0
C00712,10,355000,3550000,8.8,Personal,Small,Normal,0,0,0.0,0,,0.0,0,0.0,Annual,3550000.0,1,0
C00713,10,345000,3450000,0.6,Personal,Small,Normal,0,0,0.0,0,,0.0,2,5.6,Monthly,3450000.0,1,0
C00714,10,320000,3200000,3.7,Personal,Small,Normal,0,0,0.0,0,,0.0,0,1.7,Monthly,3200000.0,1,0
C00715,300,225000,67500000,8.5,Government,Large,Government,3,1,1693603.0,0,,0.0,9,11.0,Monthly,69193603.0,2,1
C00716,30,315000,9450000,6.7,Business,Large,ISP Partner,3,1,1763188.0,1,VPS,10866274.0,11,6.5,Annual,22079462.0,3,0
C00717,20,300000,6000000,8.3,Personal,Small,Normal,0,0,0.0,0,,0.0,0,6.7,Annual,6000000.0,1,0
C00718,200,220000,44000000,2.3,Business,Large,ISP Partner,3,1,412708.0,0,,0.0,4,7.6,Monthly,44412708.0,2,1
C00719,10,345000,3450000,1.2,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.1,Monthly,3450000.0,1,0
C00720,100,250000,25000000,1.8,Business,Small,Small Business,1,1,1552184.0,0,,0.0,2,3.2,Monthly,26552184.0,2,0
C00721,200,225000,45000000,8.1,Government,Large,Government,3,1,339670.0,1,VPS,19394591.0,7,7.4,Annual,64734261.0,3,1
