Customer_ID,Bandwidth_Mbps,Price_Per_Mbps,Monthly_Internet_Fee,Years_With_Company,Customer_Type,Company_Size,Strategic_Category,Strategic_Level,Has_VoIP,Monthly_VoIP_Fee,Has_Server,Server_Type,Monthly_Server_Fee,Support_Tickets_Last_Year,Downtime_Hours_Last_Year,Contract_Type,Total_Monthly_Revenue,Number_of_Services,High_Value,Revenue_Score,Strategic_Score,Services_Score,Company_Size_Score,Customer_Priority_Score
C00686,150,255000,38250000,5.1,Business,Small,Small Business,1,1,1279161.0,1,VPS,15574868.0,7,4.8,Annual,55104029.0,3,1,36.77269650914133,26.0,63.2,25.8,36.93634825457067
C00689,100,300000,30000000,4.6,Business,Medium,Small Business,1,0,0.0,0,,0.0,2,1.6,Monthly,30000000.0,1,0,18.987124611173975,26.0,27.5,26.2,22.748562305586987
C00690,300,200000,60000000,9.4,Business,Medium,Small Business,1,0,0.0,0,,0.0,6,2.4,Annual,60000000.0,1,1,40.24136857890604,26.0,27.5,26.2,33.37568428945302
C00692,150,230000,34500000,7.8,Business,Medium,Small Business,1,1,1264811.0,0,,0.0,5,8.2,Annual,35764811.0,2,0,23.071347925236154,26.0,35.6,26.2,26.005673962618076
C00699,300,205000,61500000,7.4,Business,Small,Small Business,1,0,0.0,0,,0.0,6,4.5,Annual,61500000.0,1,1,41.30408077729264,26.0,27.5,25.8,33.84704038864632
C00702,20,345000,6900000,7.4,Business,Medium,Small Business,1,0,0.0,0,,0.0,1,6.4,Annual,6900000.0,1,0,2.6213567560202877,26.0,27.5,26.2,14.565678378010144
C00704,150,265000,39750000,5.2,Business,Large,ISP Partner,3,1,1995575.0,1,VPS,17476964.0,10,5.7,Annual,59222539.0,3,1,39.690557053259475,63.6,63.2,56.8,50.56527852662974
C00705,100,255000,25500000,3.0,Business,Small,Small Business,1,0,0.0,0,,0.0,1,4.6,Monthly,25500000.0,1,0,15.798988016014164,26.0,27.5,25.8,21.094494008007082
C00707,150,230000,34500000,8.5,Government,Large,Government,3,1,584357.0,0,,0.0,2,5.2,Monthly,35084357.0,2,0,22.58926341440885,63.6,35.6,56.8,37.87463170720443
C00715,300,225000,67500000,8.5,Government,Large,Government,3,1,1693603.0,0,,0.0,9,11.0,Monthly,69193603.0,2,1,46.75480461572182,63.6,35.6,56.8,49.9574023078609
C00716,30,315000,9450000,6.7,Business,Large,ISP Partner,3,1,1763188.0,1,VPS,10866274.0,11,6.5,Annual,22079462.0,3,0,13.37562304425089,63.6,63.2,56.8,37.40781152212544
C00718,200,220000,44000000,2.3,Business,Large,ISP Partner,3,1,412708.0,0,,0.0,4,7.6,Monthly,44412708.0,2,1,29.198165013430096,63.6,35.6,56.8,41.17908250671505
C00720,100,250000,25000000,1.8,Business,Small,Small Business,1,1,1552184.0,0,,0.0,2,3.2,Monthly,26552184.0,2,0,16.544433863845637,26.0,35.6,25.8,22.68221693192282
C00721,200,225000,45000000,8.1,Government,Large,Government,3,1,339670.0,1,VPS,19394591.0,7,7.4,Annual,64734261.0,3,1,43.59547318893668,63.6,63.2,56.8,52.51773659446833
C00722,150,230000,34500000,5.9,Government,Large,Government,3,1,1982017.0,1,VPS,13633238.0,5,5.4,Monthly,50115255.0,3,1,33.23827585261205,63.6,63.2,56.8,47.33913792630602
C00723,100,250000,25000000,5.2,Business,Small,Small Business,1,1,470524.0,1,Shared,11403988.0,6,6.2,Annual,36874512.0,3,0,23.857543118077363,26.0,63.2,25.8,30.478771559038684
C00726,50,290000,14500000,8.9,Business,Large,Enterprise,2,1,1728286.0,0,,0.0,5,10.6,Annual,16228286.0,2,0,9.230212304179602,43.8,35.6,56.8,27.235106152089802
C00727,200,220000,44000000,9.5,Government,Large,Government,3,1,1170423.0,1,Dedicated,4514850.0,7,12.7,Annual,49685273.0,3,1,32.933644441620935,63.6,63.2,56.8,47.18682222081047
C00728,150,230000,34500000,9.5,Business,Medium,Small Business,1,1,470786.0,0,,0.0,3,6.2,Annual,34970786.0,2,0,22.508801223020207,26.0,35.6,26.2,25.724400611510102
C00729,100,260000,26000000,0.3,Business,Large,University,2,0,0.0,0,,0.0,4,3.3,Monthly,26000000.0,1,0,16.153225415476367,43.8,27.5,56.8,29.481612707738183
C00732,100,250000,25000000,8.3,Business,Small,Small Business,1,1,929613.0,0,,0.0,5,6.2,Annual,25929613.0,2,0,16.103357999804473,26.0,35.6,25.8,22.461678999902237
C00734,100,250000,25000000,8.0,Business,Medium,Small Business,1,1,606956.0,1,VPS,2973877.0,8,9.2,Annual,28580833.0,3,0,17.981680556208826,26.0,63.2,26.2,27.600840278104414
C00735,150,260000,39000000,8.3,Business,Medium,Small Business,1,1,1598827.0,1,VPS,18402295.0,8,9.5,Annual,59001122.0,3,1,39.53368868870603,26.0,63.2,26.2,38.37684434435301
C00738,150,245000,36750000,1.2,Business,Medium,Small Business,1,0,0.0,0,,0.0,2,0.0,Monthly,36750000.0,1,0,23.76932950391369,26.0,27.5,26.2,25.139664751956843
C00741,300,230000,69000000,3.5,Government,Large,Government,3,0,0.0,1,VPS,6675441.0,6,5.2,Monthly,75675441.0,2,1,51.34702348943237,63.6,35.6,56.8,52.25351174471618
C00742,100,250000,25000000,3.0,Government,Large,Government,3,1,771654.0,0,,0.0,3,8.0,Monthly,25771654.0,2,0,15.991448029041173,63.6,35.6,56.8,34.57572401452059
C00743,200,220000,44000000,5.1,Business,Large,Enterprise,2,1,1602854.0,0,,0.0,6,3.9,Annual,45602854.0,2,1,30.041353461470774,43.8,35.6,56.8,37.640676730735386
C00745,10,360000,3600000,7.5,Business,Small,Small Business,1,0,0.0,0,,0.0,1,5.3,Monthly,3600000.0,1,0,0.2833899195697609,26.0,27.5,25.8,13.336694959784882
C00746,20,345000,6900000,1.2,Business,Small,Small Business,1,1,1233544.0,0,,0.0,2,2.0,Monthly,8133544.0,2,0,3.4952915933846906,26.0,35.6,25.8,16.157645796692346
C00748,300,240000,72000000,3.8,Business,Medium,Small Business,1,0,0.0,0,,0.0,3,6.6,Monthly,72000000.0,1,1,48.74306616599886,26.0,27.5,26.2,37.62653308299943
C00752,20,330000,6600000,4.4,Business,Medium,Small Business,1,0,0.0,0,,0.0,2,2.9,Monthly,6600000.0,1,0,2.4088143163429674,26.0,27.5,26.2,14.459407158171484
C00753,30,345000,10350000,0.7,Business,Small,Small Business,1,0,0.0,1,Dedicated,7761991.0,7,8.3,Monthly,18111991.0,2,0,10.564769825287492,26.0,35.6,25.8,19.692384912643746
C00755,300,220000,131261751,0.8,Government,Large,Government,3,1,1620122.0,0,,0.0,5,7.5,Monthly,132881873.0,2,1,91.87633889781485,63.6,35.6,56.8,72.51816944890741
C00759,150,235000,35250000,4.1,Government,Large,Government,3,1,1685534.0,1,Shared,13133622.0,6,6.2,Monthly,50069156.0,3,1,33.205615872856434,63.6,63.2,56.8,47.32280793642822
C00761,150,240000,36000000,2.8,Government,Large,Government,3,0,0.0,1,VPS,15484821.0,6,5.7,Monthly,51484821.0,2,1,34.20857884907575,63.6,35.6,56.8,43.684289424537866
C00764,100,250000,25000000,8.1,Business,Small,Small Business,1,0,0.0,0,,0.0,3,6.9,Monthly,25000000.0,1,0,15.444750616551964,26.0,27.5,25.8,20.917375308275982
C00767,150,285000,42750000,5.1,Business,Large,Hospital,3,1,865005.0,1,Dedicated,19192413.0,7,6.7,Monthly,62807418.0,3,1,42.23035348195278,63.6,63.2,56.8,51.835176740976394
C00770,50,295000,14750000,2.7,Business,Medium,Small Business,1,0,0.0,1,Dedicated,19182344.0,7,6.4,Monthly,33932344.0,2,0,21.77309123587555,26.0,35.6,26.2,25.356545617937776
C00772,300,220000,66000000,8.6,Business,Medium,Small Business,1,0,0.0,0,,0.0,8,8.6,Annual,66000000.0,1,1,44.49221737245245,26.0,27.5,26.2,35.501108686226225
C00773,50,275000,13750000,3.9,Business,Medium,Small Business,1,1,1821838.0,1,VPS,5726591.0,5,6.5,Monthly,21298429.0,3,0,12.822280846622565,26.0,63.2,26.2,25.021140423311284
C00774,30,335000,10050000,5.7,Business,Small,Small Business,1,0,0.0,0,,0.0,4,5.5,Annual,10050000.0,1,0,4.853052372632154,26.0,27.5,25.8,15.621526186316078
C00775,100,270000,27000000,7.2,Business,Medium,Small Business,1,1,1406865.0,0,,0.0,3,4.2,Annual,28406865.0,2,0,17.858428612389545,26.0,35.6,26.2,23.39921430619477
C00778,300,200000,60000000,7.3,Business,Large,Hospital,3,1,1566800.0,1,Shared,8280881.0,9,7.9,Annual,69847681.0,3,1,47.21820239525269,63.6,63.2,56.8,54.32910119762634
C00779,150,275000,41250000,1.3,Government,Large,Government,3,1,502709.0,0,,0.0,4,7.0,Monthly,41752709.0,2,0,27.313622756765984,63.6,35.6,56.8,40.236811378382995
C00780,100,250000,25000000,4.7,Business,Large,ISP Partner,3,1,1822537.0,1,VPS,7902797.0,8,5.7,Monthly,34725334.0,3,0,22.334904666674614,63.6,63.2,56.8,41.88745233333731
C00781,300,210000,63000000,8.2,Government,Large,Government,3,1,315505.0,1,VPS,14916495.0,8,9.3,Monthly,78232000.0,3,1,53.158281112895736,63.6,63.2,56.8,57.29914055644787
C00784,10,360000,3600000,6.4,Business,Medium,Small Business,1,1,1872284.0,0,,0.0,6,5.8,Annual,5472284.0,2,0,1.6098559499991363,26.0,35.6,26.2,15.274927974999567
C00785,200,220000,44000000,7.6,Business,Large,Enterprise,2,0,0.0,0,,0.0,5,3.4,Annual,44000000.0,1,1,28.9057717961156,43.8,27.5,56.8,35.8578858980578
C00788,20,300000,6000000,3.6,Business,Small,Small Business,1,0,0.0,1,Dedicated,17496389.0,5,9.1,Monthly,23496389.0,2,0,14.379480115666443,26.0,35.6,25.8,21.599740057833223
C00794,150,275000,41250000,0.8,Business,Small,Small Business,1,1,1542395.0,0,,0.0,5,7.3,Monthly,42792395.0,2,0,28.050214086560498,26.0,35.6,25.8,28.43510704328025
C00795,300,225000,67500000,0.6,Government,Large,Government,3,1,305952.0,1,VPS,15212240.0,6,9.0,Monthly,83018192.0,3,1,56.54917752770932,63.6,63.2,56.8,58.99458876385465
C00797,20,305000,6100000,7.2,Business,Large,University,2,1,789601.0,1,VPS,15707937.0,7,5.6,Annual,22597538.0,3,0,13.742666834178447,43.8,63.2,56.8,33.63133341708922
C00800,100,250000,25000000,3.3,Business,Small,Small Business,1,0,0.0,1,Dedicated,14682614.0,7,8.8,Monthly,39682614.0,2,0,25.847012617886573,26.0,35.6,25.8,27.33350630894329
C00802,100,295000,29500000,2.1,Business,Medium,Small Business,1,1,1822680.0,0,,0.0,7,12.1,Monthly,31322680.0,2,0,19.9242100582153,26.0,35.6,26.2,24.43210502910765
C00807,300,220000,66000000,5.3,Government,Large,Government,3,1,364382.0,1,Shared,5740261.0,8,5.8,Annual,72104643.0,3,1,48.817203094382705,63.6,63.2,56.8,55.12860154719135
C00808,150,270000,40500000,5.0,Business,Large,University,2,1,1545042.0,1,Dedicated,14574260.0,5,3.0,Monthly,56619302.0,3,1,37.84622924313191,43.8,63.2,56.8,45.68311462156595
C00809,100,295000,29500000,5.4,Business,Large,Hospital,3,0,0.0,1,VPS,17545285.0,8,5.1,Annual,47045285.0,2,1,31.063279474158097,63.6,35.6,56.8,42.111639737079045
C00810,150,235000,35250000,2.9,Government,Large,Government,3,1,998873.0,1,Dedicated,9917080.0,11,11.7,Monthly,46165953.0,3,1,30.440294912270307,63.6,63.2,56.8,45.94014745613515
C00811,50,270000,13500000,9.0,Business,Medium,Small Business,1,0,0.0,0,,0.0,5,6.0,Annual,13500000.0,1,0,7.2972904289213405,26.0,27.5,26.2,16.90364521446067
C00812,150,260000,39000000,5.5,Business,Small,Small Business,1,1,616702.0,1,VPS,19308460.0,7,8.6,Annual,58925162.0,3,1,39.47987294297973,26.0,63.2,25.8,38.28993647148986
C00813,200,220000,44000000,1.8,Business,Medium,Small Business,1,1,756687.0,1,Dedicated,11393048.0,6,7.8,Monthly,56149735.0,3,1,37.51355285722538,26.0,63.2,26.2,37.36677642861269
C00815,300,235000,70500000,0.5,Government,Large,Government,3,1,972575.0,1,VPS,3810618.0,9,10.5,Monthly,75283193.0,3,1,51.069125666503865,63.6,63.2,56.8,56.254562833251924
C00820,30,335000,10050000,2.6,Business,Small,Small Business,1,1,1320622.0,0,,0.0,2,4.1,Monthly,11370622.0,2,0,5.788679778537296,26.0,35.6,25.8,17.304339889268647
C00822,50,275000,13750000,1.1,Business,Medium,Small Business,1,1,716383.0,0,,0.0,5,3.8,Monthly,14466383.0,2,0,7.981948430530301,26.0,35.6,26.2,18.46097421526515
C00823,10,320000,3200000,4.8,Business,Small,Small Business,1,0,0.0,1,VPS,12453518.0,6,6.5,Monthly,15653518.0,2,0,8.823003660951422,26.0,35.6,25.8,18.82150183047571
C00824,300,220000,66000000,7.5,Business,Large,University,2,0,0.0,1,Shared,9576399.0,4,6.4,Annual,75576399.0,2,1,51.276854728397296,43.8,35.6,56.8,48.25842736419864
C00825,20,320000,6400000,0.5,Business,Small,Small Business,1,0,0.0,1,Shared,8095520.0,6,3.8,Monthly,14495520.0,2,0,8.002591260746563,26.0,35.6,25.8,18.41129563037328
C00827,50,270000,13500000,8.9,Business,Medium,Small Business,1,1,647131.0,0,,0.0,5,4.9,Annual,14147131.0,2,0,7.755766434024088,26.0,35.6,26.2,18.347883217012043
C00828,200,220000,44000000,6.6,Business,Small,Small Business,1,0,0.0,0,,0.0,2,2.5,Annual,44000000.0,1,1,28.9057717961156,26.0,27.5,25.8,27.6478858980578
C00829,200,225000,45000000,0.2,Business,Small,Small Business,1,0,0.0,0,,0.0,0,4.9,Monthly,45000000.0,1,1,29.614246595040004,26.0,27.5,25.8,28.002123297520004
C00830,100,255000,25500000,1.5,Business,Small,Small Business,1,0,0.0,0,,0.0,1,0.1,Monthly,25500000.0,1,0,15.798988016014164,26.0,27.5,25.8,21.094494008007082
C00831,100,285000,28500000,0.4,Business,Medium,Small Business,1,1,372955.0,0,,0.0,3,3.0,Monthly,28872955.0,2,0,18.18864163142022,26.0,35.6,26.2,23.56432081571011
C00832,200,230000,46000000,7.5,Government,Large,Government,3,1,667468.0,0,,0.0,4,2.0,Annual,46667468.0,2,1,30.795605651052878,63.6,35.6,56.8,41.97780282552644
C00833,150,230000,34500000,4.9,Business,Large,University,2,1,907481.0,0,,0.0,2,1.8,Monthly,35407481.0,2,0,22.818188625336497,43.8,35.6,56.8,34.02909431266825
C00835,150,235000,35250000,7.8,Government,Large,Government,3,0,0.0,1,VPS,19395953.0,5,3.9,Annual,54645953.0,2,1,36.44816120714924,63.6,35.6,56.8,44.80408060357462
C00837,200,220000,44000000,5.2,Business,Medium,Small Business,1,0,0.0,0,,0.0,2,3.6,Annual,44000000.0,1,1,28.9057717961156,26.0,27.5,26.2,27.7078858980578
C00840,100,250000,25000000,8.0,Business,Large,Enterprise,2,1,815201.0,0,,0.0,4,6.2,Annual,25815201.0,2,0,16.022299981109935,43.8,35.6,56.8,30.631149990554967
C00842,50,270000,13500000,8.9,Business,Medium,Small Business,1,0,0.0,0,,0.0,4,5.7,Annual,13500000.0,1,0,7.2972904289213405,26.0,27.5,26.2,16.90364521446067
C00844,200,255000,51000000,1.5,Government,Large,Government,3,1,1548629.0,1,Dedicated,15371185.0,7,9.1,Monthly,67919814.0,3,1,45.8523572100747,63.6,63.2,56.8,53.64617860503735
C00845,300,205000,61500000,9.9,Business,Large,Enterprise,2,1,666498.0,0,,0.0,3,4.8,Annual,62166498.0,2,1,41.776277813826155,43.8,35.6,56.8,43.508138906913075
C00846,50,285000,14250000,9.8,Business,Small,Small Business,1,0,0.0,0,,0.0,4,3.8,Annual,14250000.0,1,0,7.828646528114642,26.0,27.5,25.8,17.10932326405732
C00850,20,300000,6000000,7.5,Business,Medium,Small Business,1,1,1996266.0,0,,0.0,7,5.6,Monthly,7996266.0,2,0,3.3980335899379464,26.0,35.6,26.2,16.169016794968975
C00852,30,300000,9000000,7.3,Business,Small,Small Business,1,1,1314166.0,0,,0.0,6,5.6,Annual,10314166.0,2,0,5.0402073263648175,26.0,35.6,25.8,16.930103663182408
C00855,200,245000,49000000,1.2,Business,Small,Small Business,1,1,942808.0,0,,0.0,2,2.3,Monthly,49942808.0,2,1,33.11610149896193,26.0,35.6,25.8,30.968050749480966
C00858,50,285000,14250000,8.1,Business,Medium,Small Business,1,0,0.0,0,,0.0,3,3.4,Annual,14250000.0,1,0,7.828646528114642,26.0,27.5,26.2,17.16932326405732
C00859,200,245000,49000000,7.5,Business,Small,Small Business,1,1,1479757.0,0,,0.0,2,5.5,Monthly,50479757.0,2,1,33.49651633376959,26.0,35.6,25.8,31.158258166884796
C00860,100,255000,25500000,6.2,Business,Large,ISP Partner,3,1,693278.0,1,Shared,7739462.0,7,11.1,Annual,33932740.0,3,0,21.773371791895926,63.6,63.2,56.8,41.60668589594796
C00861,50,310000,15500000,2.3,Business,Small,Small Business,1,1,510691.0,0,,0.0,2,3.6,Monthly,16010691.0,2,0,9.076051730307647,26.0,35.6,25.8,18.948025865153824
C00862,300,200000,60000000,2.7,Government,Large,Government,3,1,1604374.0,1,VPS,14982031.0,9,7.9,Monthly,76586405.0,3,1,51.99241852615973,63.6,63.2,56.8,56.71620926307986
C00863,10,325000,3250000,2.1,Business,Small,Small Business,1,1,1696872.0,0,,0.0,5,6.5,Monthly,4946872.0,2,0,1.2376147889466682,26.0,35.6,25.8,15.028807394473336
C00864,100,250000,25000000,4.2,Business,Small,Small Business,1,0,0.0,1,VPS,14067977.0,4,5.8,Monthly,39067977.0,2,0,25.411557792900076,26.0,35.6,25.8,27.11577889645004
C00866,200,265000,53000000,1.6,Business,Medium,Small Business,1,1,1344059.0,0,,0.0,5,5.5,Monthly,54344059.0,2,1,36.23427691620276,26.0,35.6,26.2,32.58713845810138
C00867,150,245000,36750000,7.2,Business,Small,Small Business,1,0,0.0,0,,0.0,2,7.4,Monthly,36750000.0,1,0,23.76932950391369,26.0,27.5,25.8,25.079664751956845
C00868,100,280000,28000000,2.7,Business,Small,Small Business,1,0,0.0,0,,0.0,3,4.1,Monthly,28000000.0,1,0,17.57017501332517,26.0,27.5,25.8,21.980087506662585
C00869,200,230000,46000000,7.6,Business,Large,Enterprise,2,1,1447106.0,0,,0.0,4,4.8,Annual,47447106.0,2,1,31.347959526336705,43.8,35.6,56.8,38.29397976316835
C00872,100,250000,25000000,8.5,Business,Large,Hospital,3,1,1160329.0,1,Shared,8250511.0,6,6.0,Annual,34410840.0,3,0,22.112093593261683,63.6,63.2,56.8,41.77604679663084
C00873,200,220000,44000000,5.6,Business,Large,University,2,0,0.0,1,Dedicated,10268628.0,4,4.0,Annual,54268628.0,2,1,36.180835953645094,43.8,35.6,56.8,40.71041797682254
C00874,150,230000,34500000,0.7,Business,Small,Small Business,1,0,0.0,0,,0.0,5,5.3,Monthly,34500000.0,1,0,22.175261206333783,26.0,27.5,25.8,24.282630603166893
C00875,200,220000,44000000,9.7,Business,Medium,Small Business,1,1,515436.0,1,VPS,5451912.0,8,9.6,Annual,49967348.0,3,1,33.13348747052754,26.0,63.2,26.2,35.17674373526377
C00876,150,230000,34500000,6.5,Business,Large,ISP Partner,3,1,466482.0,1,VPS,18711585.0,5,1.2,Annual,53678067.0,3,1,35.7624383679175,63.6,63.2,56.8,48.60121918395875
C00877,200,220000,44000000,9.0,Business,Medium,Small Business,1,1,1834591.0,0,,0.0,7,5.5,Annual,45834591.0,2,1,30.20553328594912,26.0,35.6,26.2,29.57276664297456
C00878,200,225000,45000000,0.6,Government,Large,Government,3,0,0.0,0,,0.0,3,7.2,Monthly,45000000.0,1,1,29.614246595040004,63.6,27.5,56.8,40.17212329752
C00879,100,250000,25000000,4.8,Business,Small,Small Business,1,0,0.0,0,,0.0,3,0.0,Monthly,25000000.0,1,0,15.444750616551964,26.0,27.5,25.8,20.917375308275982
C00882,100,250000,25000000,8.7,Business,Small,Small Business,1,1,1598246.0,0,,0.0,6,7.3,Annual,26598246.0,2,0,16.577067630033692,26.0,35.6,25.8,22.698533815016848
C00883,50,270000,13500000,2.9,Business,Small,Small Business,1,0,0.0,0,,0.0,2,7.5,Monthly,13500000.0,1,0,7.2972904289213405,26.0,27.5,25.8,16.843645214460672
C00885,150,245000,36750000,4.5,Business,Small,Small Business,1,0,0.0,0,,0.0,3,6.1,Monthly,36750000.0,1,0,23.76932950391369,26.0,27.5,25.8,25.079664751956845
C00887,100,285000,28500000,0.3,Business,Large,ISP Partner,3,1,579369.0,1,VPS,17811637.0,7,6.7,Monthly,46891006.0,3,1,30.953976690654844,63.6,63.2,56.8,46.196988345327426
C00888,10,375000,3750000,5.0,Business,Large,ISP Partner,3,1,387052.0,1,VPS,12401306.0,7,5.2,Monthly,16538358.0,3,0,9.449890502031689,63.6,63.2,56.8,35.444945251015845
C00890,200,240000,48000000,2.2,Business,Large,Enterprise,2,0,0.0,0,,0.0,6,9.4,Monthly,48000000.0,1,1,31.73967099181321,43.8,27.5,56.8,37.2748354959066
C00892,300,200000,60000000,7.8,Government,Large,Government,3,1,1911039.0,1,Shared,13271909.0,9,7.9,Annual,75182948.0,3,1,50.99810461028569,63.6,63.2,56.8,56.21905230514284
C00894,20,300000,6000000,10.0,Business,Medium,Small Business,1,0,0.0,1,Dedicated,17687643.0,5,6.0,Annual,23687643.0,2,0,14.514978754859932,26.0,35.6,26.2,21.727489377429965
C00896,300,200000,60000000,6.1,Business,Large,Enterprise,2,0,0.0,0,,0.0,2,2.7,Monthly,60000000.0,1,1,40.24136857890604,43.8,27.5,56.8,41.525684289453025
C00898,150,240000,36000000,8.1,Government,Large,Government,3,0,0.0,1,Shared,5636527.0,5,5.9,Annual,41636527.0,2,0,27.231310737677347,63.6,35.6,56.8,40.19565536883867
C00900,20,300000,6000000,0.9,Business,Small,Small Business,1,1,314625.0,0,,0.0,4,4.1,Monthly,6314625.0,2,0,2.2066333205999156,26.0,35.6,25.8,15.513316660299957
C00901,150,265000,39750000,0.5,Business,Small,Small Business,1,0,0.0,0,,0.0,0,3.3,Monthly,39750000.0,1,0,25.894753900686894,26.0,27.5,25.8,26.142376950343447
C00903,100,250000,25000000,3.6,Government,Large,Government,3,1,1702876.0,0,,0.0,7,4.5,Monthly,26702876.0,2,0,16.651195348245153,63.6,35.6,56.8,34.905597674122575
C00904,10,355000,3550000,2.2,Business,Medium,Small Business,1,0,0.0,0,,0.0,3,2.2,Monthly,3550000.0,1,0,0.24796617962354084,26.0,27.5,26.2,13.37898308981177
C00905,50,275000,13750000,3.9,Business,Large,Hospital,3,1,1500087.0,1,VPS,3678016.0,9,7.7,Monthly,18928103.0,3,0,11.142964610387285,63.6,63.2,56.8,36.29148230519364
C00906,200,255000,51000000,6.0,Business,Large,Enterprise,2,0,0.0,0,,0.0,4,7.1,Monthly,51000000.0,1,1,33.86509538858642,43.8,27.5,56.8,38.33754769429321
C00907,50,280000,14000000,3.1,Business,Small,Small Business,1,1,792101.0,0,,0.0,3,4.5,Monthly,14792101.0,2,0,8.212711425086361,26.0,35.6,25.8,18.51635571254318
C00910,30,290000,8700000,8.0,Business,Large,Enterprise,2,1,935989.0,0,,0.0,3,3.6,Annual,9635989.0,2,0,4.559736012654663,43.8,35.6,56.8,24.89986800632733
C00915,300,200000,60000000,7.3,Business,Medium,Small Business,1,1,626420.0,1,Shared,13907276.0,5,2.7,Annual,74533696.0,3,1,50.53812593013443,26.0,63.2,26.2,43.87906296506721
C00919,200,225000,45000000,6.6,Business,Small,Small Business,1,1,1608561.0,1,VPS,11795355.0,9,8.6,Annual,58403916.0,3,1,39.11058328793958,26.0,63.2,25.8,38.105291643969785
C00921,100,250000,25000000,5.7,Business,Medium,Small Business,1,0,0.0,0,,0.0,0,5.8,Annual,25000000.0,1,0,15.444750616551964,26.0,27.5,26.2,20.97737530827598
C00922,100,260000,26000000,2.4,Business,Large,ISP Partner,3,0,0.0,1,Dedicated,13489078.0,7,10.2,Monthly,39489078.0,2,0,25.70989723920194,63.6,35.6,56.8,39.43494861960097
C00924,100,290000,29000000,2.3,Business,Large,Enterprise,2,1,1577460.0,0,,0.0,2,4.5,Monthly,30577460.0,2,0,19.39624046856086,43.8,35.6,56.8,32.31812023428043
C00925,300,245000,73500000,2.6,Business,Medium,Small Business,1,0,0.0,0,,0.0,1,3.5,Monthly,73500000.0,1,1,49.80577836438547,26.0,27.5,26.2,38.15788918219273
C00928,300,200000,60000000,9.5,Government,Large,Government,3,1,1321279.0,0,,0.0,3,3.8,Annual,61321279.0,2,1,41.17746145275407,63.6,35.6,56.8,47.168730726377035
C00930,100,250000,25000000,7.5,Business,Small,Small Business,1,1,461131.0,0,,0.0,2,4.8,Annual,25461131.0,2,0,15.77145030905477,26.0,35.6,25.8,22.295725154527386
C00933,100,250000,25000000,4.8,Business,Large,Hospital,3,1,1734343.0,1,VPS,2219880.0,7,8.7,Monthly,28954223.0,3,0,18.24621796137921,63.6,63.2,56.8,39.84310898068961
C00940,20,305000,6100000,2.3,Business,Small,Small Business,1,0,0.0,1,VPS,6893311.0,4,5.1,Monthly,12993311.0,2,0,6.938314041529135,26.0,35.6,25.8,17.879157020764566
C00941,50,305000,15250000,6.5,Business,Large,Hospital,3,1,864607.0,0,,0.0,4,1.0,Annual,16114607.0,2,0,9.149673597512674,63.6,35.6,56.8,31.154836798756335
C00942,300,200000,60000000,6.0,Government,Large,Government,3,1,1357304.0,0,,0.0,2,7.1,Monthly,61357304.0,2,1,41.202984257385324,63.6,35.6,56.8,47.18149212869265
C00943,300,215000,64500000,5.0,Government,Large,Government,3,1,360899.0,1,VPS,11852653.0,9,8.0,Monthly,76713552.0,3,1,52.08249897141857,63.6,63.2,56.8,56.761249485709286
C00944,150,285000,42750000,0.2,Government,Large,Government,3,1,914425.0,1,Shared,19404395.0,9,7.5,Monthly,63068820.0,3,1,42.41555021134122,63.6,63.2,56.8,51.927775105670605
C00948,200,230000,46000000,7.1,Business,Small,Small Business,1,0,0.0,0,,0.0,6,5.2,Annual,46000000.0,1,1,30.322721393964404,26.0,27.5,25.8,28.356360696982204
C00952,150,245000,36750000,9.4,Business,Small,Small Business,1,0,0.0,0,,0.0,2,4.6,Annual,36750000.0,1,0,23.76932950391369,26.0,27.5,25.8,25.079664751956845
C00958,100,250000,25000000,8.8,Government,Large,Government,3,1,1921546.0,1,Dedicated,10824021.0,5,10.0,Annual,37745567.0,3,0,24.47466363405446,63.6,63.2,56.8,42.957331817027224
C00960,100,290000,29000000,2.2,Business,Medium,Small Business,1,1,781936.0,0,,0.0,6,6.4,Monthly,29781936.0,2,0,18.83263176262132,26.0,35.6,26.2,23.88631588131066
C00962,300,200000,60000000,7.6,Government,Large,Government,3,0,0.0,1,Shared,11089019.0,7,4.5,Annual,71089019.0,2,1,48.097659085199915,63.6,35.6,56.8,50.62882954259996
C00965,300,205000,61500000,7.9,Government,Large,Government,3,0,0.0,1,VPS,15119004.0,3,3.5,Annual,76619004.0,2,1,52.01551409612987,63.6,35.6,56.8,52.58775704806493
C00971,100,250000,25000000,2.3,Business,Large,ISP Partner,3,1,1962996.0,0,,0.0,2,3.2,Monthly,26962996.0,2,0,16.83548381294137,63.6,35.6,56.8,34.99774190647069
C00976,200,240000,48000000,5.0,Government,Large,Government,3,0,0.0,1,Dedicated,15365412.0,6,7.7,Monthly,63365412.0,2,1,42.62567816890381,63.6,35.6,56.8,47.89283908445191
C00977,300,235000,70500000,5.0,Business,Large,ISP Partner,3,1,1040794.0,1,VPS,13136093.0,7,10.0,Monthly,84676887.0,3,1,57.724321134311225,63.6,63.2,56.8,59.58216056715561
C00978,100,250000,25000000,9.6,Business,Small,Small Business,1,0,0.0,1,VPS,5829385.0,4,4.9,Monthly,30829385.0,2,0,19.574722982279887,26.0,35.6,25.8,24.197361491139944
